Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Emaravirus rosae  (RRV000),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Emaravirus rosae  (RRV000),America,United States of America,West Virginia,"Present, no details",Not available,38.4758406,-80.8408415
Emaravirus rosae  (RRV000),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Emaravirus rosae  (RRV000),America,United States of America,Wyoming,"Present, no details",Not available,43.1700264,-107.568534
Emaravirus rosae  (RRV000),Asia,India,,"Present, few occurrences",2017,22.3511148,78.6677428
Emaravirus rosae  (RRV000),Asia,India,West Bengal,"Present, few occurrences",2017,22.9964948,87.6855882
Emaravirus rosae  (RRV000),Europe,Lithuania,,"Absent, confirmed by survey",Not available,55.3500003,23.7499997
Emaravirus rosae  (RRV000),Europe,Netherlands,,"Absent, confirmed by survey",Not available,52.2434979,5.6343227
Emaravirus rosae  (RRV000),Europe,Slovakia,,"Absent, confirmed by survey",Not available,48.7411522,19.4528646
Emaravirus rosae  (RRV000),Europe,Switzerland,,"Absent, confirmed by survey",Not available,46.7985624,8.2319736
Emaravirus rosae  (RRV000),Europe,Türkiye,,"Absent, unreliable record",Not available,39.294076,35.2316631
Foveavirus mali  (ASPV00),Africa,Ethiopia,,"Present, no details",2015,10.2116702,38.6521203
Foveavirus mali  (ASPV00),America,Brazil,,"Present, no details",Not available,-10.3333333,-53.2
Foveavirus mali  (ASPV00),Asia,China,,"Present, no details",Not available,35.000074,104.999927
Foveavirus mali  (ASPV00),Asia,China,Anhui,"Present, no details",Not available,32.0,117.0
Foveavirus mali  (ASPV00),Asia,China,Beijing,"Present, no details",Not available,39.9057136,116.3912972
Foveavirus mali  (ASPV00),Asia,China,Hebei,"Present, no details",Not available,39.0000001,116.0
Foveavirus mali  (ASPV00),Asia,China,Heilongjiang,"Present, no details",Not available,48.0000047,127.999992
Foveavirus mali  (ASPV00),Asia,China,Henan,"Present, no details",Not available,34.0000001,113.9999999
Foveavirus mali  (ASPV00),Asia,China,Jilin,"Present, no details",Not available,43.7289674,126.1997366
Foveavirus mali  (ASPV00),Asia,China,Liaoning,"Present, no details",Not available,41.2374106,122.9955469
Foveavirus mali  (ASPV00),Asia,China,Shaanxi,"Present, no details",Not available,35.5895959,109.3013107
Foveavirus mali  (ASPV00),Asia,China,Shandong,"Present, no details",Not available,36.398987,118.5055691
Foveavirus mali  (ASPV00),Asia,China,Shanxi,"Present, no details",Not available,37.0,112.0
Foveavirus mali  (ASPV00),Asia,China,Zhejiang,"Present, no details",Not available,29.0000001,119.9999999
Foveavirus mali  (ASPV00),Asia,India,,"Present, no details",Not available,22.3511148,78.6677428
Foveavirus mali  (ASPV00),Asia,India,Himachal Pradesh,"Present, no details",Not available,31.9292352,77.1828462
Foveavirus mali  (ASPV00),Asia,India,Jammu & Kashmir,"Present, no details",Not available,33.6649297,75.1629584
Foveavirus mali  (ASPV00),Asia,Japan,,"Present, no details",Not available,36.5748441,139.2394179
Foveavirus mali  (ASPV00),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Foveavirus mali  (ASPV00),Asia,Lebanon,,"Present, no details",Not available,33.8750629,35.843409
Foveavirus mali  (ASPV00),Asia,Taiwan,,"Present, no details",Not available,23.9739374,120.9820179
Foveavirus mali  (ASPV00),Europe,Belarus,,"Present, no details",Not available,53.4250605,27.6971358
Foveavirus mali  (ASPV00),Europe,Czechia,,"Present, no details",Not available,49.7439047,15.3381061
Foveavirus mali  (ASPV00),Europe,Germany,,"Present, no details",Not available,51.1638175,10.4478313
Foveavirus mali  (ASPV00),Europe,Greece,,"Present, no details",Not available,38.9953683,21.9877132
Foveavirus mali  (ASPV00),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Foveavirus mali  (ASPV00),Europe,Latvia,,"Present, no details",Not available,56.8406494,24.7537645
Foveavirus mali  (ASPV00),Europe,Türkiye,,"Present, no details",Not available,39.294076,35.2316631
Grablovirus vitis  (GRBAV0),America,Argentina,,"Present, no details",2018,-34.9964963,-64.9672817
Grablovirus vitis  (GRBAV0),America,Canada,,"Present, restricted distribution",2012,61.0666922,-107.991707
Grablovirus vitis  (GRBAV0),America,Canada,British Columbia,"Present, no details",Not available,55.001251,-125.002441
Grablovirus vitis  (GRBAV0),America,Canada,Nova Scotia,"Present, no details",Not available,45.1960403,-63.1653789
Grablovirus vitis  (GRBAV0),America,Canada,Ontario,"Present, restricted distribution",2012,50.000678,-86.000977
Grablovirus vitis  (GRBAV0),America,Mexico,,"Present, no details",2017,23.6585116,-102.0077097
Grablovirus vitis  (GRBAV0),America,United States of America,,"Present, widespread",2008,39.7837304,-100.445882
Grablovirus vitis  (GRBAV0),America,United States of America,Arizona,"Present, no details",Not available,34.395342,-111.763275
Grablovirus vitis  (GRBAV0),America,United States of America,Arkansas,"Present, no details",Not available,35.2048883,-92.4479108
Grablovirus vitis  (GRBAV0),America,United States of America,California,"Present, no details",2008,36.7014631,-118.755997
Grablovirus vitis  (GRBAV0),America,United States of America,Georgia,"Present, no details",Not available,32.3293809,-83.1137366
Grablovirus vitis  (GRBAV0),America,United States of America,Idaho,"Present, no details",Not available,43.6447642,-114.015407
Grablovirus vitis  (GRBAV0),America,United States of America,Maryland,"Present, no details",Not available,39.5162401,-76.9382069
Grablovirus vitis  (GRBAV0),America,United States of America,Missouri,"Present, no details",Not available,38.7604815,-92.5617875
Grablovirus vitis  (GRBAV0),America,United States of America,New Jersey,"Present, no details",Not available,40.0757384,-74.4041622
Grablovirus vitis  (GRBAV0),America,United States of America,New York,"Present, no details",Not available,40.7127281,-74.0060152
Grablovirus vitis  (GRBAV0),America,United States of America,North Carolina,"Present, no details",Not available,35.6729639,-79.0392919
Grablovirus vitis  (GRBAV0),America,United States of America,Ohio,"Present, no details",Not available,40.2253569,-82.6881395
Grablovirus vitis  (GRBAV0),America,United States of America,Oklahoma,"Present, no details",Not available,34.9550817,-97.2684063
Grablovirus vitis  (GRBAV0),America,United States of America,Oregon,"Present, no details",Not available,43.9792797,-120.737257
Grablovirus vitis  (GRBAV0),America,United States of America,Pennsylvania,"Present, no details",Not available,40.9699889,-77.7278831
Grablovirus vitis  (GRBAV0),America,United States of America,Tennessee,"Present, no details",2016,35.7730076,-86.2820081
Grablovirus vitis  (GRBAV0),America,United States of America,Texas,"Present, no details",Not available,31.2638905,-98.5456116
Grablovirus vitis  (GRBAV0),America,United States of America,Virginia,"Present, no details",Not available,37.1232245,-78.4927721
Grablovirus vitis  (GRBAV0),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Grablovirus vitis  (GRBAV0),Asia,India,,"Present, few occurrences",Not available,22.3511148,78.6677428
Grablovirus vitis  (GRBAV0),Asia,India,Punjab,"Present, few occurrences",Not available,30.9293211,75.5004841
Grablovirus vitis  (GRBAV0),Asia,"Korea, Republic of",,"Present, few occurrences",2014,1.3056478,103.9042986
Grablovirus vitis  (GRBAV0),Europe,Italy,,"Absent, confirmed by survey",Not available,42.6384261,12.674297
Grablovirus vitis  (GRBAV0),Europe,Netherlands,,"Absent, no pest record",Not available,52.2434979,5.6343227
Grablovirus vitis  (GRBAV0),Europe,Switzerland,,"Absent, confirmed by survey",Not available,46.7985624,8.2319736
Grablovirus vitis  (GRBAV0),Oceania,Australia,,"Present, restricted distribution",Not available,-24.7761086,134.755
Grablovirus vitis  (GRBAV0),Oceania,Australia,South Australia,"Present, restricted distribution",Not available,-30.5343665,135.6301212
Grablovirus vitis  (GRBAV0),Oceania,Australia,Victoria,"Present, restricted distribution",Not available,-36.5986096,144.6780052
Grablovirus vitis  (GRBAV0),Oceania,Australia,Western Australia,"Present, restricted distribution",Not available,-25.2303005,121.0187246
Closterovirus tristezae  (CTV000),Africa,Algeria,,"Present, restricted distribution",Not available,28.0000272,2.9999825
Closterovirus tristezae  (CTV000),Africa,Angola,,"Present, restricted distribution",2007,-11.8775768,17.5691241
Closterovirus tristezae  (CTV000),Africa,Benin,,"Present, no details",Not available,9.5293472,2.2584408
Closterovirus tristezae  (CTV000),Africa,Cameroon,,"Present, widespread",Not available,4.6125522,13.1535811
Closterovirus tristezae  (CTV000),Africa,Central African Republic,,"Present, widespread",Not available,7.0323598,19.9981227
Closterovirus tristezae  (CTV000),Africa,Chad,,"Present, widespread",Not available,15.6134137,19.0156172
Closterovirus tristezae  (CTV000),Africa,Comoros,,"Present, no details",Not available,-12.2045176,44.2832964
Closterovirus tristezae  (CTV000),Africa,"Congo, The Democratic Republic of the",,"Present, widespread",Not available,,
Closterovirus tristezae  (CTV000),Africa,Cote d'Ivoire,,"Present, no details",Not available,7.9897371,-5.5679458
Closterovirus tristezae  (CTV000),Africa,Egypt,,"Present, restricted distribution",Not available,26.2540493,29.2675469
Closterovirus tristezae  (CTV000),Africa,Eswatini,,"Present, no details",Not available,-26.5624806,31.3991317
Closterovirus tristezae  (CTV000),Africa,Ethiopia,,"Present, no details",Not available,10.2116702,38.6521203
Closterovirus tristezae  (CTV000),Africa,Gabon,,"Present, widespread",Not available,-0.8999695,11.6899699
Closterovirus tristezae  (CTV000),Africa,Ghana,,"Present, widespread",Not available,8.0300284,-1.0800271
Closterovirus tristezae  (CTV000),Africa,Kenya,,"Present, widespread",Not available,1.4419683,38.4313975
Closterovirus tristezae  (CTV000),Africa,Libya,,"Present, restricted distribution",Not available,26.8234472,18.1236723
Closterovirus tristezae  (CTV000),Africa,Madagascar,,"Present, no details",Not available,-18.9249604,46.4416422
Closterovirus tristezae  (CTV000),Africa,Mauritius,,"Present, widespread",Not available,-20.2759451,57.5703566
Closterovirus tristezae  (CTV000),Africa,Morocco,,"Present, restricted distribution",Not available,28.3347722,-10.3713379
Closterovirus tristezae  (CTV000),Africa,Mozambique,,"Present, widespread",Not available,-19.302233,34.9144977
Closterovirus tristezae  (CTV000),Africa,Nigeria,,"Present, widespread",Not available,9.6000359,7.9999721
Closterovirus tristezae  (CTV000),Africa,Reunion,,"Present, widespread",Not available,-21.1307379,55.5364801
Closterovirus tristezae  (CTV000),Africa,Sao Tome and Principe,,"Present, restricted distribution",2007,0.9713095,7.02255
Closterovirus tristezae  (CTV000),Africa,Somalia,,"Present, no details",Not available,8.3676771,49.083416
Closterovirus tristezae  (CTV000),Africa,South Africa,,"Present, widespread",1940s,-28.8166236,24.991639
Closterovirus tristezae  (CTV000),Africa,Sudan,,"Present, few occurrences",Not available,14.5844444,29.4917691
Closterovirus tristezae  (CTV000),Africa,"Tanzania, United Republic of",,"Present, restricted distribution",Not available,-6.5247123,35.7878438
Closterovirus tristezae  (CTV000),Africa,Tunisia,,"Present, restricted distribution",1960s,33.8439408,9.400138
Closterovirus tristezae  (CTV000),Africa,Uganda,,"Present, widespread",Not available,1.5333554,32.2166578
Closterovirus tristezae  (CTV000),Africa,Zambia,,"Present, widespread",Not available,-14.5189121,27.5589884
Closterovirus tristezae  (CTV000),Africa,Zimbabwe,,"Present, few occurrences",Not available,-18.4554963,29.7468414
Closterovirus tristezae  (CTV000),America,Antigua and Barbuda,,"Present, no details",Not available,17.2234721,-61.9554608
Closterovirus tristezae  (CTV000),America,Argentina,,"Present, widespread",Not available,-34.9964963,-64.9672817
Closterovirus tristezae  (CTV000),America,Aruba,,"Present, no details",Not available,12.5175663,-69.9818642
Closterovirus tristezae  (CTV000),America,Bahamas,,"Present, no details",Not available,24.7736546,-78.0000547
Closterovirus tristezae  (CTV000),America,Belize,,"Present, no details",1984,17.1204943,-88.6859028
Closterovirus tristezae  (CTV000),America,Bermuda,,"Present, no details",Not available,32.3040273,-64.7563086
Closterovirus tristezae  (CTV000),America,Bolivia,,"Present, widespread",Not available,-17.0568696,-64.9912286
Closterovirus tristezae  (CTV000),America,Brazil,,"Present, widespread",Not available,-10.3333333,-53.2
Closterovirus tristezae  (CTV000),America,Brazil,Bahia,"Present, no details",Not available,-12.285251,-41.9294776
Closterovirus tristezae  (CTV000),America,Brazil,Minas Gerais,"Present, no details",Not available,-18.5264844,-44.1588654
Closterovirus tristezae  (CTV000),America,Brazil,Rio Grande do Sul,"Present, no details",Not available,-29.8425284,-53.7680577
Closterovirus tristezae  (CTV000),America,Brazil,Sao Paulo,"Present, no details",Not available,-23.5506507,-46.6333824
Closterovirus tristezae  (CTV000),America,Chile,,"Present, restricted distribution",1969,-31.7613365,-71.3187697
Closterovirus tristezae  (CTV000),America,Colombia,,"Present, widespread",Not available,4.099917,-72.9088133
Closterovirus tristezae  (CTV000),America,Costa Rica,,"Present, restricted distribution",Not available,10.2735633,-84.0739102
Closterovirus tristezae  (CTV000),America,Cuba,,"Present, no details",Not available,23.0131338,-80.8328748
Closterovirus tristezae  (CTV000),America,Dominica,,"Absent, unreliable record",Not available,15.4238539,-61.3416513
Closterovirus tristezae  (CTV000),America,Dominican Republic,,"Present, no details",Not available,19.0974031,-70.3028026
Closterovirus tristezae  (CTV000),America,Ecuador,,"Present, restricted distribution",Not available,-1.3397668,-79.3666965
Closterovirus tristezae  (CTV000),America,El Salvador,,"Present, no details",Not available,13.8000382,-88.9140683
Closterovirus tristezae  (CTV000),America,French Guiana,,"Present, no details",Not available,4.0039882,-52.999998
Closterovirus tristezae  (CTV000),America,Guadeloupe,,"Present, no details",Not available,16.2528827,-61.5686855
Closterovirus tristezae  (CTV000),America,Guatemala,,"Present, no details",Not available,15.5855545,-90.345759
Closterovirus tristezae  (CTV000),America,Guyana,,"Present, widespread",1962,4.8417097,-58.6416891
Closterovirus tristezae  (CTV000),America,Honduras,,"Present, no details",Not available,15.2572432,-86.0755145
Closterovirus tristezae  (CTV000),America,Jamaica,,"Present, widespread",Not available,18.1850507,-77.3947693
Closterovirus tristezae  (CTV000),America,Martinique,,"Present, no details",Not available,14.6113732,-60.9620777
Closterovirus tristezae  (CTV000),America,Mexico,,"Present, restricted distribution",Not available,23.6585116,-102.0077097
Closterovirus tristezae  (CTV000),America,Netherlands Antilles,,"Present, no details",Not available,12.1845,-68.6607923
Closterovirus tristezae  (CTV000),America,Nicaragua,,"Present, no details",Not available,12.3506436,-85.7841006
Closterovirus tristezae  (CTV000),America,Panama,,"Present, no details",Not available,8.559559,-81.1308434
Closterovirus tristezae  (CTV000),America,Paraguay,,"Present, restricted distribution",Not available,-23.3165935,-58.1693445
Closterovirus tristezae  (CTV000),America,Peru,,"Present, widespread",Not available,-6.8699697,-75.0458515
Closterovirus tristezae  (CTV000),America,Puerto Rico,,"Present, no details",Not available,18.2247706,-66.4858295
Closterovirus tristezae  (CTV000),America,Saint Lucia,,"Present, few occurrences",Not available,13.8250489,-60.975036
Closterovirus tristezae  (CTV000),America,Suriname,,"Present, no details",Not available,4.1413025,-56.0771187
Closterovirus tristezae  (CTV000),America,Trinidad and Tobago,,"Present, few occurrences",Not available,10.7466905,-61.0840075
Closterovirus tristezae  (CTV000),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Closterovirus tristezae  (CTV000),America,United States of America,Alabama,"Present, no details",Not available,33.2588817,-86.8295337
Closterovirus tristezae  (CTV000),America,United States of America,Arizona,"Present, no details",Not available,34.395342,-111.763275
Closterovirus tristezae  (CTV000),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Closterovirus tristezae  (CTV000),America,United States of America,Florida,"Present, no details",Not available,27.7567667,-81.4639835
Closterovirus tristezae  (CTV000),America,United States of America,Georgia,"Present, no details",2020,32.3293809,-83.1137366
Closterovirus tristezae  (CTV000),America,United States of America,Hawaii,"Present, no details",Not available,19.5938015,-155.4283701
Closterovirus tristezae  (CTV000),America,United States of America,Louisiana,"Present, no details",1995,30.8703881,-92.007126
Closterovirus tristezae  (CTV000),America,United States of America,Texas,"Present, no details",Not available,31.2638905,-98.5456116
Closterovirus tristezae  (CTV000),America,Uruguay,,"Present, widespread",Not available,-32.8755548,-56.0201525
Closterovirus tristezae  (CTV000),America,Venezuela,,"Present, widespread",Not available,8.0018709,-66.1109318
Closterovirus tristezae  (CTV000),America,Virgin Islands (British),,"Present, no details",Not available,18.4024395,-64.5661642
Closterovirus tristezae  (CTV000),Asia,Afghanistan,,"Present, few occurrences",2012,33.7680065,66.2385139
Closterovirus tristezae  (CTV000),Asia,Bangladesh,,"Present, no details",2019,24.4769288,90.2934413
Closterovirus tristezae  (CTV000),Asia,Bhutan,,"Present, no details",Not available,27.549511,90.5119273
Closterovirus tristezae  (CTV000),Asia,Brunei Darussalam,,"Present, widespread",Not available,4.4137155,114.5653908
Closterovirus tristezae  (CTV000),Asia,China,,"Present, widespread",Not available,35.000074,104.999927
Closterovirus tristezae  (CTV000),Asia,China,Chongqing,"Present, no details",Not available,29.5697328,106.5842092
Closterovirus tristezae  (CTV000),Asia,China,Fujian,"Present, no details",Not available,26.193218,118.2208721
Closterovirus tristezae  (CTV000),Asia,China,Guangdong,"Present, no details",Not available,23.1357694,113.1982688
Closterovirus tristezae  (CTV000),Asia,China,Guangxi,"Present, no details",Not available,24.0,109.0
Closterovirus tristezae  (CTV000),Asia,China,Hubei,"Present, no details",Not available,39.0000001,116.0
Closterovirus tristezae  (CTV000),Asia,China,Hunan,"Present, no details",Not available,27.6662087,111.7487063
Closterovirus tristezae  (CTV000),Asia,China,Jiangxi,"Present, no details",Not available,28.0,116.0
Closterovirus tristezae  (CTV000),Asia,China,Sichuan,"Present, no details",Not available,30.5000001,102.4999999
Closterovirus tristezae  (CTV000),Asia,China,Yunnan,"Present, no details",Not available,25.0,102.0
Closterovirus tristezae  (CTV000),Asia,China,Zhejiang,"Present, no details",Not available,29.0000001,119.9999999
Closterovirus tristezae  (CTV000),Asia,India,,"Present, widespread",Not available,22.3511148,78.6677428
Closterovirus tristezae  (CTV000),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Closterovirus tristezae  (CTV000),Asia,India,Arunachal Pradesh,"Present, no details",Not available,28.0937702,94.5921326
Closterovirus tristezae  (CTV000),Asia,India,Assam,"Present, no details",Not available,26.4073841,93.2551303
Closterovirus tristezae  (CTV000),Asia,India,Bihar,"Present, no details",Not available,25.6440845,85.906508
Closterovirus tristezae  (CTV000),Asia,India,Delhi,"Present, no details",Not available,28.6138954,77.2090057
Closterovirus tristezae  (CTV000),Asia,India,Haryana,"Present, no details",Not available,29.0,76.0
Closterovirus tristezae  (CTV000),Asia,India,Himachal Pradesh,"Present, no details",Not available,31.9292352,77.1828462
Closterovirus tristezae  (CTV000),Asia,India,Karnataka,"Present, no details",Not available,14.9562045,75.7896741
Closterovirus tristezae  (CTV000),Asia,India,Kerala,"Present, no details",Not available,10.3528744,76.5120396
Closterovirus tristezae  (CTV000),Asia,India,Madhya Pradesh,"Present, no details",Not available,23.8143419,77.5340719
Closterovirus tristezae  (CTV000),Asia,India,Maharashtra,"Present, no details",Not available,19.5670323,76.4164557
Closterovirus tristezae  (CTV000),Asia,India,Manipur,"Present, no details",Not available,24.7208818,93.9229386
Closterovirus tristezae  (CTV000),Asia,India,Meghalaya,"Present, no details",Not available,25.5379432,91.2999102
Closterovirus tristezae  (CTV000),Asia,India,Nagaland,"Present, no details",Not available,26.1630556,94.5884911
Closterovirus tristezae  (CTV000),Asia,India,Punjab,"Present, no details",Not available,30.9293211,75.5004841
Closterovirus tristezae  (CTV000),Asia,India,Rajasthan,"Present, no details",Not available,26.8105777,73.7684549
Closterovirus tristezae  (CTV000),Asia,India,Sikkim,"Present, no details",Not available,27.6016108,88.4550204
Closterovirus tristezae  (CTV000),Asia,India,Tamil Nadu,"Present, no details",Not available,11.3323723,78.6098639
Closterovirus tristezae  (CTV000),Asia,India,Tripura,"Present, no details",Not available,23.7750823,91.7025091
Closterovirus tristezae  (CTV000),Asia,India,Uttarakhand,"Present, no details",Not available,30.0417376,79.089691
Closterovirus tristezae  (CTV000),Asia,India,Uttar Pradesh,"Present, no details",Not available,27.1303344,80.859666
Closterovirus tristezae  (CTV000),Asia,India,West Bengal,"Present, no details",Not available,22.9964948,87.6855882
Closterovirus tristezae  (CTV000),Asia,Indonesia,,"Present, restricted distribution",Not available,-2.4833826,117.8902853
Closterovirus tristezae  (CTV000),Asia,Indonesia,Java,"Present, no details",Not available,-6.7115076,110.6337137
Closterovirus tristezae  (CTV000),Asia,"Iran, Islamic Republic of",,"Present, restricted distribution",1977,36.2665119,59.5999861
Closterovirus tristezae  (CTV000),Asia,Israel,,"Present, restricted distribution",Not available,30.8124247,34.8594762
Closterovirus tristezae  (CTV000),Asia,Japan,,"Present, widespread",Not available,36.5748441,139.2394179
Closterovirus tristezae  (CTV000),Asia,Jordan,,"Present, restricted distribution",Not available,31.1667049,36.941628
Closterovirus tristezae  (CTV000),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Closterovirus tristezae  (CTV000),Asia,Lao People's Democratic Republic,,"Present, no details",Not available,20.0171109,103.378253
Closterovirus tristezae  (CTV000),Asia,Lebanon,,"Present, widespread",Not available,33.8750629,35.843409
Closterovirus tristezae  (CTV000),Asia,Malaysia,,"Present, restricted distribution",Not available,4.5693754,102.2656823
Closterovirus tristezae  (CTV000),Asia,Malaysia,Sabah,"Present, no details",Not available,5.4257359,117.0326392
Closterovirus tristezae  (CTV000),Asia,Malaysia,West,"Present, widespread",Not available,5.981126,116.0746556
Closterovirus tristezae  (CTV000),Asia,Nepal,,"Present, widespread",Not available,28.3780464,83.9999901
Closterovirus tristezae  (CTV000),Asia,Oman,,"Present, widespread",1986,21.0000287,57.0036901
Closterovirus tristezae  (CTV000),Asia,Pakistan,,"Present, no details",Not available,30.3308401,71.247499
Closterovirus tristezae  (CTV000),Asia,Philippines,,"Present, widespread",Not available,12.7503486,122.7312101
Closterovirus tristezae  (CTV000),Asia,Saudi Arabia,,"Present, no details",Not available,25.6242618,42.3528328
Closterovirus tristezae  (CTV000),Asia,Sri Lanka,,"Present, widespread",Not available,7.5554942,80.7137847
Closterovirus tristezae  (CTV000),Asia,Syrian Arab Republic,,"Present, restricted distribution",2006,34.6401861,39.0494106
Closterovirus tristezae  (CTV000),Asia,Taiwan,,"Present, widespread",Not available,23.9739374,120.9820179
Closterovirus tristezae  (CTV000),Asia,Thailand,,"Present, widespread",Not available,14.8971921,100.83273
Closterovirus tristezae  (CTV000),Asia,United Arab Emirates,,"Present, restricted distribution",1995,24.0002488,53.9994829
Closterovirus tristezae  (CTV000),Asia,Vietnam,,"Present, no details",Not available,15.9266657,107.9650855
Closterovirus tristezae  (CTV000),Asia,Yemen,,"Present, restricted distribution",1995,16.3471243,47.8915271
Closterovirus tristezae  (CTV000),Europe,Albania,,"Present, restricted distribution",Not available,41.000028,19.9999619
Closterovirus tristezae  (CTV000),Europe,Austria,,"Absent, no pest record",Not available,47.59397,14.12456
Closterovirus tristezae  (CTV000),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Closterovirus tristezae  (CTV000),Europe,Bosnia and Herzegovina,,"Present, restricted distribution",2012,44.3053476,17.5961467
Closterovirus tristezae  (CTV000),Europe,Croatia,,"Present, restricted distribution",1990,45.3658443,15.6575209
Closterovirus tristezae  (CTV000),Europe,Cyprus,,"Present, restricted distribution",1968,34.9174159,32.8899027
Closterovirus tristezae  (CTV000),Europe,France,,"Present, restricted distribution",Not available,46.603354,1.8883335
Closterovirus tristezae  (CTV000),Europe,France,Corse,"Present, restricted distribution",Not available,42.188098,9.0683139
Closterovirus tristezae  (CTV000),Europe,Georgia,,"Present, restricted distribution",1988,32.3293809,-83.1137366
Closterovirus tristezae  (CTV000),Europe,Greece,,"Present, few occurrences",Not available,38.9953683,21.9877132
Closterovirus tristezae  (CTV000),Europe,Greece,Kriti,"Present, few occurrences",Not available,35.5307519,23.8089529
Closterovirus tristezae  (CTV000),Europe,Italy,,"Present, restricted distribution",Not available,42.6384261,12.674297
Closterovirus tristezae  (CTV000),Europe,Italy,Sardegna,"Present, no details",Not available,40.0912813,9.0305773
Closterovirus tristezae  (CTV000),Europe,Italy,Sicilia,"Present, restricted distribution",Not available,37.587794,14.155048
Closterovirus tristezae  (CTV000),Europe,Malta,,"Present, few occurrences",2021,35.9311442,14.3951627
Closterovirus tristezae  (CTV000),Europe,Montenegro,,"Present, restricted distribution",Not available,42.7755624,19.2022423
Closterovirus tristezae  (CTV000),Europe,Netherlands,,"Absent, confirmed by survey",Not available,52.2434979,5.6343227
Closterovirus tristezae  (CTV000),Europe,Portugal,,"Present, restricted distribution",Not available,39.6621648,-8.1353519
Closterovirus tristezae  (CTV000),Europe,Portugal,Madeira,"Present, no details",Not available,32.7517501,-16.9817487
Closterovirus tristezae  (CTV000),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Closterovirus tristezae  (CTV000),Europe,Spain,,"Present, widespread",Not available,39.3260685,-4.8379791
Closterovirus tristezae  (CTV000),Europe,Türkiye,,"Present, restricted distribution",Not available,39.294076,35.2316631
Closterovirus tristezae  (CTV000),Europe,United Kingdom,,"Absent, no pest record",Not available,54.7023545,-3.2765753
Closterovirus tristezae  (CTV000),Oceania,American Samoa,,"Present, widespread",Not available,-14.297124,-170.7131481
Closterovirus tristezae  (CTV000),Oceania,Australia,,"Present, restricted distribution",Not available,-24.7761086,134.755
Closterovirus tristezae  (CTV000),Oceania,Australia,New South Wales,"Present, no details",Not available,-31.8759835,147.2869493
Closterovirus tristezae  (CTV000),Oceania,Australia,Northern Territory,"Absent, unreliable record",Not available,-19.8516101,133.2303375
Closterovirus tristezae  (CTV000),Oceania,Australia,Queensland,"Present, no details",Not available,-22.1646782,144.5844903
Closterovirus tristezae  (CTV000),Oceania,Australia,South Australia,"Present, no details",Not available,-30.5343665,135.6301212
Closterovirus tristezae  (CTV000),Oceania,Australia,Victoria,"Present, no details",Not available,-36.5986096,144.6780052
Closterovirus tristezae  (CTV000),Oceania,Australia,Western Australia,"Present, no details",Not available,-25.2303005,121.0187246
Closterovirus tristezae  (CTV000),Oceania,Fiji,,"Present, widespread",Not available,-18.1239696,179.0122737
Closterovirus tristezae  (CTV000),Oceania,French Polynesia,,"Present, restricted distribution",Not available,-17.0243749,-144.6434898
Closterovirus tristezae  (CTV000),Oceania,Guam,,"Present, no details",Not available,13.4499943,144.7651677
Closterovirus tristezae  (CTV000),Oceania,New Caledonia,,"Present, widespread",Not available,-21.3019905,165.4880773
Closterovirus tristezae  (CTV000),Oceania,New Zealand,,"Present, widespread",1940,-41.5000831,172.8344077
Closterovirus tristezae  (CTV000),Oceania,Northern Mariana Islands,,"Present, no details",Not available,15.1753648,145.7379338
Closterovirus tristezae  (CTV000),Oceania,Papua New Guinea,,"Present, restricted distribution",Not available,-5.6816069,144.2489081
Closterovirus tristezae  (CTV000),Oceania,Samoa,,"Present, widespread",Not available,-13.7693895,-172.12005
Closterovirus tristezae  (CTV000),Oceania,Tonga,,"Present, no details",Not available,-19.9160819,-175.202642
Closterovirus tristezae  (CTV000),Oceania,Wallis and Futuna Islands,,"Present, no details",Not available,-13.289402,-176.204224
Ilarvirus APLPV  (APLPV0),Africa,Algeria,,"Absent, confirmed by survey",Not available,28.0000272,2.9999825
Ilarvirus APLPV  (APLPV0),Africa,Tunisia,,"Absent, pest no longer present",Not available,33.8439408,9.400138
Ilarvirus APLPV  (APLPV0),America,Argentina,,"Present, no details",Not available,-34.9964963,-64.9672817
Ilarvirus APLPV  (APLPV0),America,Canada,,"Present, restricted distribution",Not available,61.0666922,-107.991707
Ilarvirus APLPV  (APLPV0),America,Canada,Nova Scotia,"Present, no details",Not available,45.1960403,-63.1653789
Ilarvirus APLPV  (APLPV0),America,Canada,Ontario,"Present, no details",Not available,50.000678,-86.000977
Ilarvirus APLPV  (APLPV0),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
